
ZTFID,IAUID,RA,Dec,peakt,peakfilt,peakmag,peakabs,duration,rise,fade,type,redshift,b,A_V
ZTF19abgueit,AT2019lpl,02:32:15.54,+40:24:51.3,685.97,g,15.7239,-,4.293,0.959,3.334,CV,-,-18.51050473,0.156
ZTF19abhbiqq,AT2019lvj,15:25:01.75,-01:30:20.9,1407.75,g,16.673,-,>6.375,>0.06,>6.315,CV,-,43.25730153,0.394
ZTF19abhelmm,AT2021lar,12:15:59.11,+53:23:35.4,1273.88,g,18.6772,-,>211.759,>123.88,87.879,AGN,-,62.92624865,0.059
ZTF19abhfpok,AT2016ddp,17:45:18.94,+03:17:49.3,1601.08,r,18.2713,-,>0.01,>0.01,>0,CV,-,16.20250325,0.879
ZTF19abhvryy,AT2019mto,22:52:49.35,-21:07:50.8,781.73,r,18.3646,-,>131.016,75.166,>55.85,AGN,-,-62.35052335,0.076
ZTF19abiqwtf,AT2019lvh,03:27:34.25,+42:02:01.0,690.93,r,17.3201,-,8.308,1.698,6.61,CV,-,-12.01513258,0.753
ZTF19abitexk,AT2019mhs,16:26:04.61,+44:17:51.1,694.72,g,18.9695,-,>4.502,4.502,>0,AGN,-,44.10037848,0.027
ZTF19abjbzar,AT2020jjc,14:18:27.94,-11:22:41.8,978.79,r,17.523,-,>7.275,>0,>7.275,CV?,-,46.08621925,0.166
ZTF19abjmnlw,AT2019nni,21:53:18.52,-19:13:38.1,732.73,r,18.6567,-,76.444,26.648,49.796,AGN,-,-48.52161483,0.09
ZTF19abjnwcy,AT2019mug,23:01:53.45,+06:09:12.8,1088.86,r,17.9853,-,13.773,7.464,6.309,AGN,-,-47.46016069,0.207
ZTF19abkhmcv,AT2019scc,02:50:43.12,-06:40:34.1,1248.63,g,18.0967,-,652.893,395.723,257.17,AGN,-,-55.07673042,0.105
ZTF19abkjbnq,AT2020qux,18:24:55.61,+13:04:38.4,1639.97,r,17.5561,-,>2.05,>0,>2.05,CV,-,11.72605143,0.578
ZTF19abljehr,AT2019aagq,19:05:43.71,+25:17:03.9,1689.97,g,18.487,-,>6.044,>0.04,>6.004,CV,-,8.31474134,0.711
ZTF19abllcvf,AT2019moj,19:04:30.24,-14:28:13.0,699.71,g,18.4491,-,>9.885,3.845,>6.04,CV,-,-9.38346585,0.648
ZTF19ablpwta,AT2019rsm,03:02:47.81,+32:32:00.9,1765.96,r,18.1217,-,>229.032,226.022,>3.01,AGN,-,-22.65558874,0.568
ZTF19ablujxj,AT2019aahq,20:36:53.40,+21:11:06.0,1068.85,r,18.7054,-,>10.221,>3.12,7.101,CV,-,-11.75407614,0.229
ZTF19ablwwox,AT2019ngp,23:10:33.29,+10:41:34.0,709.95,g,16.596,-,37.185,12.486,24.699,CV,-,-44.95585006,0.165
ZTF19abminhm,AT2019mok,20:11:20.19,+17:42:09.3,699.83,g,17.5644,-,4.151,1.154,2.997,CV?,-,-8.68327921,0.886
ZTF19abmmksy,AT2022dow,18:42:55.12,+62:41:51.0,1687.91,r,18.2672,-,>50.006,>14.05,35.956,AGN,-,24.8572661,0.134
ZTF19abndojo,AT2019moo,23:00:08.63,+06:50:10.7,699.90,r,18.7387,-,>1.245,1.225,>0.02,AGN,-,-46.65402639,0.195
ZTF19abnnpdh,AT2019muf,20:43:44.71,+27:21:54.4,1265.06,r,18.5454,-,>0.01,>0,>0.01,CV?,-,-9.34644721,0.754
ZTF19abonixj,-,21:33:25.91,+31:50:48.4,1042.98,r,18.071,-,7.112,1.313,5.799,CV,-,-14.4996306,0.408
ZTF19abosqdu,AT2019nti,19:15:41.86,-10:06:41.5,704.83,g,17.4931,-,9.905,2.345,7.56,CV?,-,-9.9404638,0.812
ZTF19aboueif,AT2019nfa,01:31:54.76,+36:40:17.7,709.99,g,18.6648,-,8.739,3.926,4.813,CV,-,-25.49317656,0.153
ZTF19abpaskr,AT2019non,03:58:03.72,-05:39:28.5,1270.70,g,18.264,-,9.325,5.007,4.318,CV,-,-40.75654287,0.313
ZTF19abpdshb,AT2019nth,20:48:56.86,+14:04:12.0,706.89,r,16.4445,-,7.224,0.53,6.694,CV?,-,-18.21846012,0.268
ZTF19abpnpcy,AT2019ntk,23:04:54.18,+48:42:03.0,711.90,r,17.8589,-,6.823,1.514,5.309,CV,-,-10.51456559,0.653
ZTF19abppewc,AT2019nls,20:44:30.53,+15:33:40.9,710.69,g,18.5302,-,5.849,0.771,5.078,CV,-,-16.48184624,0.248
ZTF19abpuyvi,AT2019npo,16:42:00.09,+01:46:43.0,711.74,g,17.1984,-,5.083,0.961,4.122,CV,-,29.35813483,0.203
ZTF19abpvyac,AT2019nqu,23:57:08.08,+44:46:39.0,712.96,g,17.323,-,>0.874,0.874,>0,CV,-,-17.03329923,0.297
ZTF19abpwygn,AT2019nwe,04:17:27.13,+73:53:42.1,711.93,r,17.1463,-,2.874,0.883,1.991,CV,-,16.52401728,0.396
ZTF19abpxmgt,AT2019nxt,16:51:21.88,+21:55:25.5,725.74,r,18.3365,-,22.194,13.005,9.189,AGN,-,35.68253291,0.153
ZTF19abqgyzx,AT2019obg,06:46:09.56,+63:03:08.2,722.97,g,15.7264,-,11.389,6.817,4.572,CV?,-,23.40242237,0.266
ZTF19abqivge,AT2019nvn,19:37:37.22,-13:28:42.7,1460.77,g,18.4128,-,>18.08,>16.08,>2,CV,-,-16.23053631,0.498
ZTF19abqneae,AT2019aadd,19:42:24.72,+00:34:11.2,1044.88,r,18.1148,-,6.747,3.791,2.956,CV,-,-11.05632593,0.908
ZTF19abqyohb,AT2019obj,07:19:11.78,+47:27:59.0,1690.76,g,18.2478,-,>845.653,826.733,>18.92,AGN?,-,24.123281,0.246
ZTF19abraqpf,AT2019onf,20:14:18.05,+51:43:23.9,718.81,g,18.1007,-,4.168,0.772,3.396,CV,-,9.37794319,0.677
ZTF19abrhdui,AT2019osp,16:01:04.20,+59:15:26.4,719.80,g,17.2164,-,9.497,0.875,8.622,CV,-,44.41123536,0.038
ZTF19abrougq,AT2019ptt,18:56:36.00,-18:08:37.6,720.64,r,15.5662,-,>676.957,0.677,>676.28,CV,-,-9.26729107,0.699
ZTF19abucujw,AT2019qcp,02:46:30.18,-27:04:11.9,739.98,g,18.8105,-,61.77,16.094,45.676,AGN,-,-64.44855759,0.046
ZTF19abupyxe,AT2019pld,22:58:44.37,+46:23:37.0,726.81,r,16.2074,-,6.744,0.489,6.255,CV?,-,-12.17607083,0.972
ZTF19abutrau,AT2019pgd,20:22:55.05,+09:16:55.9,730.74,g,17.0312,-,8.876,1.116,7.76,CV,-,-15.53370544,0.398
ZTF19abuzjqa,AT2019pdw,03:07:06.61,+44:27:45.1,727.98,g,18.1209,-,9.506,1.01,8.496,CV?,-,-11.98836863,0.521
ZTF19abuzohq,AT2019ppm,05:52:11.38,-07:27:23.1,726.98,g,18.166,-,>7.982,>0,>7.982,AGN,-,-16.5453862,1.024
ZTF19abvixoy,AT2019pin,18:38:12.71,+27:25:15.2,1679.99,g,18.002,-,>6.95,>0.02,>6.93,CV,-,14.80667954,0.33
ZTF19abwrzqb,AT2019ptx,02:41:48.51,+43:05:32.7,733.96,g,16.3901,-,9.74,3.745,5.995,CV,-,-15.33587937,0.272
ZTF19abwsfsl,AT2019aabj,04:14:55.71,+21:56:42.9,1194.77,r,17.0947,-,11.434,5.418,6.016,CV,-,-20.51892473,1.413
ZTF19abwtgqb,AT2019pzs,04:00:24.40,-25:00:44.4,1124.94,r,17.1141,-,266.271,239.001,27.27,AGN,-,-47.76080504,0.084
ZTF19abxedln,AT2019rdk,15:21:56.84,+37:20:26.1,745.64,g,18.0168,-,15.575,5.083,10.492,CV?,-,56.82272917,0.047
ZTF19abxeoee,AT2019pzk,18:30:28.30,+07:47:06.5,1525.65,r,16.9105,-,>5.99,>0.03,>5.96,CV,-,8.1823488,0.745
ZTF19abxfojo,AT2016hdh,20:33:14.73,+82:11:24.4,1629.02,g,18.3907,-,904.897,898.344,6.553,CV,-,23.56460973,0.333
ZTF19abxhtzs,AT2019qqt,23:40:20.46,-27:09:59.1,792.68,r,18.7247,-,>81.592,61.622,>19.97,AGN,-,-74.1970488,0.046
ZTF19abxivpg,AT2019pmm,01:35:16.16,+78:19:46.5,732.99,r,16.6913,-,8.195,1.469,6.726,CV,-,15.65325589,1.621
ZTF19abxrdlu,AT2019pzm,20:33:31.40,+22:18:07.5,1487.72,g,18.039,-,>8.03,>0,>8.03,CV,-,-10.47016515,0.483
ZTF19abxvkky,AT2019ptw,06:57:20.73,+16:20:35.0,1474.95,g,18.8267,-,>27,>21.95,>5.05,CV,-,8.6455772,0.254
ZTF19abxvksn,AT2019pog,05:45:30.07,-08:30:53.5,734.02,r,13.8579,-,4.355,0.874,3.481,CV,-,-18.49774124,6.489
ZTF19abxvkvc,AT2019psf,06:20:39.74,-02:04:44.8,733.98,g,15.6915,-,7.228,1.215,6.013,CV,-,-7.79427346,1.01
ZTF19abxvmeq,AT2019ppf,03:44:32.74,-22:30:31.9,733.98,g,18.6744,-,>3.02,>0,>3.02,CV?,-,-50.63815193,0.053
ZTF19abxvmid,AT2019ppn,04:58:50.60,-19:06:04.3,1243.71,r,18.5933,-,>77.057,>67.87,9.187,AGN,-,-33.0903199,0.118
ZTF19abxxedn,AT2019pzl,21:54:56.53,-23:44:05.9,758.77,r,18.6577,-,>28.729,28.729,>0,AGN,-,-50.2071533,0.119
ZTF19abxzumq,AT2019pzq,20:54:29.51,+26:30:42.2,735.78,g,15.2556,-,4.917,0.174,4.743,CV,-,-11.75985129,0.582
ZTF19abydagb,AT2019qcl,02:25:11.63,+80:25:21.2,735.94,g,18.0067,-,10.276,0.874,9.402,CV,-,18.28675115,0.47
ZTF19abyfazm,AT2019pwa,19:22:08.61,+48:04:09.0,736.79,g,17.7491,-,4.257,0.394,3.863,CV?,-,15.05767992,0.219
ZTF19abyfxzl,AT2016jgv,20:56:33.59,+13:55:17.9,1175.58,g,18.3974,-,>34.86,>27.8,>7.06,CV,-,-19.80520844,0.255
ZTF19abyihtb,AT2019rwc,23:11:17.42,+17:52:54.8,797.61,r,18.1933,-,>399.804,6.674,>393.13,AGN,-,-38.85791982,0.317
ZTF19abyjmei,AT2019rnu,05:55:53.36,-19:05:25.2,1636.67,g,18.0098,-,>531.73,>527.69,>4.04,AGN,-,-20.54801002,0.19
ZTF19abykddm,AT2019qcr,19:04:35.45,-12:19:12.9,740.75,r,16.6162,-,10.291,3.403,6.888,CV,-,-8.46280456,1.012
ZTF19abykdee,AT2019qcs,19:16:02.57,-11:14:25.7,1464.77,r,18.1231,-,15.196,10.36,4.836,CV,-,-10.51067027,0.673
ZTF19abykjhn,AT2019qce,19:33:02.63,+43:13:17.1,739.63,g,18.3454,-,5.195,2.204,2.991,CV,-,11.25511442,0.297
ZTF19abylcik,AT2019qcm,21:40:28.06,+37:24:30.0,1742.91,r,18.1145,-,7.887,0.917,6.97,CV,-,-11.44244999,0.812
ZTF19abynjou,AT2019qck,18:24:34.27,+58:13:39.2,738.69,g,17.708,-,>93.368,1.458,>91.91,CV,-,26.26123041,0.143
ZTF19abyrano,AT2019qcf,21:20:12.51,+38:00:28.6,740.69,g,16.0073,-,3.594,0.597,2.997,CV,-,-8.2282153,0.524
ZTF19abzipjc,AT2019qgh,22:17:38.10,+34:08:31.4,745.69,g,14.5396,-,2.692,0.385,2.307,CV,-,-18.71975603,0.28
ZTF19abzkdeo,AT2019qgz,21:20:03.49,+00:43:20.5,744.86,r,18.1505,-,9.58,3.71,5.87,CV?,-,-32.12285802,0.227
ZTF19abzpkss,AT2019qqk,23:40:37.55,+42:35:27.6,758.68,r,16.3253,-,9.63,0.691,8.939,CV,-,-18.39647565,0.353
ZTF19abztwyf,AT2019ten,17:59:14.06,+28:47:35.3,779.59,r,18.4337,-,>3.03,>0,>3.03,AGN,-,23.31290861,0.178
ZTF19abzwbxy,AT2018bdi,20:23:26.50,+06:40:00.7,1338.95,g,16.2401,-,>7.03,>3.01,4.02,CV,-,-17.00580822,0.371
ZTF19abzyxgz,AT2019qmf,03:29:20.30,+20:13:14.2,747.99,g,15.0444,-,6.642,1.055,5.587,CV,-,-29.1460075,0.597
ZTF19abzzgus,AT2017deg,05:49:30.18,-03:31:14.4,748.98,r,18.0168,-,6.928,2.523,4.405,CV,-,-15.37576845,1.364
ZTF19abzzuin,AT2019aagl,08:44:19.72,+06:39:50.2,750.01,g,18.1565,-,>10.168,>0,>10.168,CV,-,28.09579351,0.137
ZTF19acabgii,AT2019rdn,19:37:03.23,-24:32:54.3,748.70,g,17.4311,-,>9.624,6.624,>3,CV?,-,-20.45737797,0.315
ZTF19acaiora,AT2019qvz,05:30:54.91,+00:40:12.4,750.94,g,18.5491,-,7.013,2.623,4.39,CV,-,-17.51443393,0.398
ZTF19acajaak,AT2019rdm,06:36:53.91,-14:07:49.6,1536.96,r,18.6405,-,>637.29,>637.29,>0,CV,-,-9.55742822,0.836
ZTF19acawgrs,AT2019rhi,18:31:32.51,+33:03:14.9,754.76,g,16.0421,-,4.935,0.821,4.114,CV,-,18.26345559,0.191
ZTF19acawiiu,AT2019qwk,19:31:47.33,-12:02:20.5,751.70,g,17.9257,-,>1.293,1.293,>0,CV?,-,-14.33343248,0.497
ZTF19acawqlu,AT2019qwl,22:00:29.80,+33:04:34.8,754.69,g,17.3746,-,9.238,3.247,5.991,CV,-,-17.3915898,0.407
ZTF19acaxfkb,AT2019sib,18:54:30.16,-16:45:56.5,1729.94,r,18.2631,-,>9.96,>0.04,>9.92,CV,-,-8.21714751,0.674
ZTF19acbchel,AT2020ter,01:33:33.87,+50:41:15.9,1267.64,r,17.9096,-,131.033,38.908,92.125,AGN?,-,-11.62766468,0.673
ZTF19acbjagc,AT2019rql,19:55:41.12,+46:00:08.3,1080.80,r,17.2195,-,11.625,3.041,8.584,CV,-,9.03157957,0.875
ZTF19acbmilc,AT2019rnl,04:29:51.84,+70:00:35.8,756.99,r,18.1696,-,>4.259,>0.052,>4.207,CV?,-,14.61349284,0.724
ZTF19acbwrsu,AT2019rwh,20:16:01.18,+57:00:46.0,761.66,r,18.0445,-,10.927,3.965,6.962,CV,-,11.98647141,0.963
ZTF19acbwvcw,AT2019rwg,22:53:05.83,+51:10:51.6,758.71,g,17.7087,-,4.973,0.949,4.024,CV?,-,-7.46317633,0.712
ZTF19acccyyt,-,08:18:20.26,-14:25:52.7,1311.65,r,17.6525,-,711.148,499.015,212.133,AGN,-,11.85263961,0.19
ZTF19accczao,AT2019sia,08:20:48.82,-19:33:37.7,762.00,r,18.4915,-,>40.186,>3,37.186,AGN,-,9.56422211,0.254
ZTF19accczou,AT2019shz,08:04:54.12,-15:39:55.4,759.00,g,17.9958,-,>5.58,>0,>5.58,CV?,-,8.44627828,0.186
ZTF19accczvs,AT2019rpq,08:59:22.14,-00:53:53.7,759.00,g,17.8762,-,>4.412,>0,>4.412,CV,-,27.65770708,0.077
ZTF19acclxtn,AT2019sin,18:16:49.29,+03:46:15.6,764.69,g,17.0673,-,12.925,6.283,6.642,CV,-,9.41689378,0.9
ZTF19accnqaq,AT2019swc,20:47:26.78,-00:26:27.0,760.75,r,16.8917,-,5.176,0.705,4.471,CV?,-,-25.78509552,0.202
ZTF19acctirs,AT2019rvw,16:43:56.69,+05:26:26.9,768.62,r,17.5234,-,18.934,10.776,8.158,CV?,-,30.73514391,0.233
ZTF19acctjxg,AT2019sil,19:20:51.93,-03:07:20.3,761.61,r,17.6812,-,7.216,0.798,6.418,CV?,-,-7.96847793,1.493
ZTF19acdacji,AT2019aahi,07:56:43.61,-14:16:47.0,1200.91,g,16.9253,-,>8.492,>0,>8.492,CV,-,7.46507078,0.314
ZTF19acdlagk,AT2019trk,11:02:02.09,+23:58:02.7,777.01,r,18.5641,-,>19.62,>0,>19.62,AGN,-,65.1711251,0.043
ZTF19acduaik,AT2019aack,09:32:58.25,+53:17:48.7,977.66,g,18.6537,-,216.263,36.922,179.341,AGN,-,45.25213805,0.032
ZTF19acdytef,AT2019ssv,01:26:19.06,+74:01:57.9,766.90,g,18.4981,-,11.58,1.283,10.297,CV?,-,11.32657934,1.153
ZTF19acecvsm,AT2019aahh,21:02:17.44,+32:33:16.5,1376.88,g,16.5468,-,>8.035,>1.94,6.095,CV,-,-9.2092184,0.6
ZTF19aceifef,AT2019skf,18:02:26.56,+36:36:39.7,770.70,r,17.9787,-,11.771,4.201,7.57,CV,-,25.05603048,0.099
ZTF19acendsf,AT2019ssw,20:01:41.71,+47:21:01.3,1476.83,r,18.2378,-,>6.968,>3.06,3.908,CV,-,8.82509362,0.792
ZTF19acenkuz,AT2019ssu,23:48:19.95,+54:18:54.7,770.68,g,17.2914,-,7.543,0.549,6.994,CV,-,-7.42491786,1.052
ZTF19acenylz,AT2016goa,01:56:29.60,+37:54:10.9,769.76,g,17.4172,-,>0.873,0.793,>0.08,CV,-,-23.20479875,0.169
ZTF19aceranj,AT2019srq,19:27:16.53,-01:31:11.4,770.59,g,17.6599,-,5.954,2.687,3.267,CV?,-,-8.66432839,0.885
ZTF19acercun,AT2019smm,18:55:25.93,+82:14:13.1,1366.80,g,17.3462,-,>317.15,>0,>317.15,CV,-,26.72519894,0.187
ZTF19acerhgs,AT2019ssx,20:32:20.79,+66:09:46.5,772.65,r,18.1306,-,8.219,2.684,5.535,CV,-,15.29524286,0.938
ZTF19acetwne,AT2019umo,18:17:25.75,+13:10:31.4,771.61,g,15.9624,-,4.102,0.289,3.813,CV?,-,13.41801493,0.427
ZTF19acevlfc,AT2019ste,04:22:00.76,+36:20:00.5,772.88,r,18.0455,-,7.888,1.871,6.017,CV,-,-9.48931573,1.638
ZTF19acewdru,AT2022dgf,10:58:01.25,+20:29:14.0,1530.96,r,17.8748,-,>27.8,27.76,>0.04,AGN,-,63.28709458,0.075
ZTF19acewufb,AT2019tav,21:10:31.46,+37:42:02.9,776.70,r,16.8628,-,10.762,1.634,9.128,CV?,-,-7.05026273,0.93
ZTF19acfrhnq,AT2019sqg,07:43:00.93,+22:12:07.6,779.98,g,15.7123,-,8.895,2.187,6.708,CV,-,20.86615958,0.112
ZTF19acfuyrg,AT2019tem,19:24:40.39,-07:23:56.4,779.61,g,16.7758,-,14.419,4.768,9.651,CV?,-,-10.73452098,0.924
ZTF19acfvzmr,AT2019sxe,20:46:18.18,+63:47:15.6,775.67,g,18.2965,-,8.398,0.406,7.992,CV,-,12.72183575,0.922
ZTF19acgcrhb,AT2019tee,03:57:28.00,+35:37:16.1,778.80,g,16.7681,-,11.215,4.312,6.903,CV?,-,-13.43563896,0.448
ZTF19acgkbla,AT2018bcq,21:48:50.56,-02:06:23.2,777.62,g,17.5876,-,>1.212,1.132,>0.08,CV,-,-39.67922005,0.16
ZTF19acgkead,AT2019ual,21:42:14.69,-16:29:48.0,1061.90,r,17.9415,-,>57.87,>42.94,>14.93,AGN,-,-45.08934564,0.121
ZTF19achbhfc,AT2019tfd,01:00:14.45,+39:28:38.3,783.63,r,16.1544,-,5.023,2.475,2.548,CV,-,-23.3626826,0.134
ZTF19achcdju,AT2019tej,21:27:15.64,+26:38:40.4,779.69,g,16.5293,-,3.82,0.665,3.155,CV,-,-17.19601139,0.298
ZTF19acidatw,-,04:47:29.95,-20:21:03.4,1474.98,r,18.6861,-,7.581,3.951,3.63,AGN,-,-36.02600204,0.168
ZTF19acifjfp,AT2019tvg,07:16:47.64,+35:43:15.3,784.97,g,16.9091,-,10.243,3.69,6.553,CV?,-,20.24286514,0.152
ZTF19acigwcg,AT2019tng,20:45:11.22,+72:39:43.1,1173.59,r,18.2517,-,>3.682,>0,>3.682,CV,-,17.99715431,1.743
ZTF19aciuhwi,AT2019uos,22:12:59.30,+18:08:10.2,785.73,r,15.8907,-,4.11,0.496,3.614,CV,-,-30.63880414,0.12
ZTF19acjiett,AT2016vg,08:55:00.68,-16:32:51.1,784.02,r,18.0378,-,13.879,3.65,10.229,CV,-,17.94848344,0.323
ZTF19acjtmjp,AT2019aahl,19:29:04.92,+34:13:47.7,785.62,g,18.2546,-,7.097,1.111,5.986,CV,-,7.82688875,0.485
ZTF19acjtrst,AT2017pc,19:23:24.89,+33:38:21.1,1009.89,r,17.7477,-,>145.86,>0.12,>145.74,CV,-,8.60101055,0.515
ZTF19aclkofz,AT2019aaja,23:14:48.72,+73:03:07.7,1228.62,r,18.405,-,>16.01,>11.93,>4.08,CV,-,11.50595583,1.495
ZTF19acmdqbm,AT2019ufd,18:55:56.63,+36:10:23.1,789.62,g,16.3965,-,10.714,0.711,10.003,CV,-,14.774298,0.225
ZTF19acmdxbp,AT2019uag,23:27:20.35,+41:35:02.3,791.68,g,15.9805,-,12.307,1.702,10.605,CV?,-,-18.58626878,0.376
ZTF19acnlgks,AT2019uxa,06:23:34.62,-15:24:13.6,790.85,g,15.9205,-,4.983,0.703,4.28,CV?,-,-13.01275323,0.549
ZTF19acnvejn,AT2019umm,19:27:36.81,+40:12:27.2,794.64,g,17.5621,-,9.994,2.472,7.522,CV?,-,10.80834029,0.385
ZTF19acnxvkp,AT2019uge,03:35:40.96,+46:35:52.5,804.74,r,17.7606,-,33.269,9.945,23.324,AGN,-,-7.45785681,1.647
ZTF19acopsvd,AT2019ujv,19:42:00.28,-18:19:48.9,795.61,g,17.8413,-,>8.891,5.891,>3,CV?,-,-19.16541413,0.339
ZTF19acozcex,AT2019aub,18:42:14.09,+13:30:12.5,1072.71,r,17.618,-,285.184,279.522,5.662,CV,-,8.11824262,1.829
ZTF19acpmpvh,AT2019umv,19:18:50.22,-11:15:47.7,1349.90,g,17.0135,-,560.968,553.218,7.75,CV,-,-11.13735005,0.654
ZTF19acpnbji,AT2019aaht,21:52:25.69,-01:28:49.8,794.63,g,17.6996,-,7.018,1.964,5.054,CV,-,-40.06074128,0.323
ZTF19acqdbad,AT2019uwl,09:27:47.51,+31:58:06.2,795.05,g,15.4594,-,9.136,0.516,8.62,CV,-,45.84620182,0.051
ZTF19acrbzdn,AT2019uwy,07:59:29.93,-05:23:29.0,797.03,r,17.0917,-,5.672,0.741,4.931,CV,-,12.49990316,0.236
ZTF19acrbzjr,AT2019uwz,07:35:05.40,+00:55:32.0,797.04,g,16.7873,-,6.692,0.729,5.963,CV?,-,10.12727318,0.347
ZTF19acrcznb,AT2016hky,00:29:47.11,+53:57:56.5,798.68,g,18.7149,-,>625.901,1.631,>624.27,CV,-,-8.77048992,0.627
ZTF19acrdpwj,AT2019uwj,01:35:21.28,+70:22:41.1,797.82,r,17.0524,-,6.835,0.406,6.429,CV?,-,7.82273535,2.04
ZTF19acrwuyb,AT2019uyx,10:10:52.14,+71:07:03.8,803.93,r,17.2429,-,14.339,4.501,9.838,CV?,-,40.66416045,0.198
ZTF19acrwxfn,AT2019uqs,10:21:55.64,-01:26:10.1,813.05,r,18.2498,-,54.923,11.299,43.624,AGN?,-,44.07324256,0.149
ZTF19acsghpg,AT2019aahv,02:56:15.01,+19:16:10.7,804.75,r,17.9402,-,8.097,3.077,5.02,CV,-,-34.61848079,2.576
ZTF19acszojw,AT2019aama,05:03:15.19,+12:44:12.5,1517.94,g,18.1951,-,723.926,717.721,6.205,CV,-,-17.10918711,0.973
ZTF19acszwgx,AT2016hnn,18:07:34.79,+10:35:27.6,805.60,g,17.2363,-,>4.528,4.528,>0,CV,-,14.48953753,0.406
ZTF19actnqne,AT2019vee,07:29:37.71,+46:47:28.1,1624.73,g,17.9241,-,826.099,820.972,5.127,CV?,-,25.68489273,0.285
ZTF19aculisr,AT2019vzy,20:23:15.28,+74:17:52.9,812.60,r,17.2095,-,7.056,0.936,6.12,CV,-,20.18399836,1.244
ZTF19acwsajh,AT2019vzg,02:48:44.97,+32:06:39.6,820.73,g,17.852,-,7.807,1.836,5.971,CV,-,-24.50884705,0.588
ZTF19acxgueu,AT2019rh,22:40:00.71,+09:18:32.4,1750.89,r,18.6289,-,>937.572,>930.27,7.302,CV,-,-41.60656742,0.28
ZTF19acxgyre,AT2019aahw,01:49:55.60,+54:39:20.7,820.68,g,18.2068,-,9.625,0.355,9.27,CV?,-,-7.25173125,0.429
ZTF19acxpwil,-,09:58:03.28,+10:05:37.0,1273.88,g,18.4138,-,335.8,300.088,35.712,AGN,-,45.81707423,0.109
ZTF19acxxspb,AT2019wjm,08:32:02.77,-10:33:24.2,828.94,g,17.5752,-,404.139,6.583,397.556,CV,-,16.75745683,0.134
ZTF19acxyucs,AT2019wvb,13:04:39.10,+15:21:17.6,829.05,g,18.2853,-,31.083,17.97,13.113,AGN?,-,77.8325038,0.064
ZTF19acxyuza,AT2019ztb,11:07:01.90,-04:08:20.2,966.69,r,18.6812,-,>196.74,>166.71,>30.03,AGN?,-,49.83840189,0.165
ZTF19acxzbad,AT2018ed,20:30:12.72,+51:47:06.0,829.58,r,17.8139,-,14.519,7.852,6.667,CV,-,7.36920328,1.207
ZTF19acyexee,-,19:55:12.92,+12:34:22.6,830.59,g,16.7006,-,>0,>0,>0,CV,-,-8.01073178,0.671
ZTF19acylgmg,AT2019wxy,04:48:38.61,+21:21:31.6,833.75,r,17.2785,-,14.782,4.486,10.296,CV?,-,-14.89670908,1.047
ZTF19acyljdy,AT2019wyo,04:44:21.44,+58:55:18.4,831.74,g,18.4209,-,3.169,0.496,2.673,CV?,-,8.54850856,1.756
ZTF19acymuht,AT2020dov,07:49:49.95,-07:01:36.7,894.73,r,17.0041,-,69.006,63.37,5.636,CV,-,9.60476427,0.294
ZTF19acyupee,AT2019xah,06:36:27.41,+62:58:15.8,835.95,r,17.7058,-,9.116,1.54,7.576,CV,-,22.3190148,0.251
ZTF19adagble,AT2019aahx,02:31:37.80,+70:58:48.5,837.75,r,18.1689,-,>1.538,0.538,>1,CV?,-,9.69062053,2.159
ZTF19adaiyql,AT2019zrp,10:57:50.77,-27:54:10.9,956.75,r,16.599,-,>15.944,>0,>15.944,AGN,-,28.58644904,0.23
ZTF19adakybi,AT2019aafc,20:40:34.03,+27:46:44.2,1060.82,g,16.6161,-,>9.7,>3.95,5.75,CV,-,-8.53507675,1.153
ZTF19adbqznr,AT2019zsi,07:03:51.83,+32:53:55.5,846.74,g,15.4204,-,5.633,1.61,4.023,CV,-,16.7482616,0.254
ZTF19adbtjfs,AT2019zhv,07:44:45.95,+40:13:48.3,846.99,g,18.6633,-,8.646,5.796,2.85,CV?,-,26.81958119,0.138
ZTF19adcddzk,AT2021aeuj,09:08:25.72,+42:53:41.3,974.72,r,18.0814,-,>117.792,78.792,>39,AGN,-,42.63309385,0.052
ZTF20aaavxvy,-,09:15:41.61,+14:09:38.6,1249.78,g,17.7704,-,401.917,400.64,1.277,CV,-,38.28385934,0.092
ZTF20aaaydnj,AT2020aezs,10:32:44.25,+39:13:22.8,1624.85,r,18.191,-,160.485,109.433,51.052,AGN,-,58.79814319,0.04
ZTF20aabbimu,AT2020ake,03:18:00.46,+73:39:50.1,850.63,r,13.5253,-,4.573,1.62,2.953,CV?,-,13.69314512,1.387
ZTF20aabrjaj,AT2020yl,20:49:32.99,+31:16:07.4,851.61,g,17.7654,-,15.255,5.42,9.835,CV?,-,-7.94563752,0.696
ZTF20aaceyho,AT2019zlb,04:24:04.36,-19:24:18.3,852.63,g,16.1259,-,>9.46,>0,>9.46,CV?,-,-40.90612094,0.095
ZTF20aadzfzy,AT2022cae,16:58:31.59,+05:35:30.4,1622.02,g,18.4991,-,>5.676,>0,>5.676,CV,-,27.60510808,0.386
ZTF20aaeaayw,AT2020abv,21:38:05.68,+37:17:01.7,854.62,r,18.2241,-,>17.026,8.046,>8.98,CV?,-,-11.21598329,0.737
ZTF20aaetsrw,AT2020atq,06:49:17.62,+62:30:48.1,903.68,r,18.8188,-,>103.149,33.119,>70.03,AGN,-,23.62015618,0.337
